Round,Player,Team,Position,MatchId,CoachesVotes,RatingPoints,EstimatedRating,Supercoach,DreamTeamPoints,ExpVotes,Votes3,TimeOnGround,Kicks,Handballs,Disposals,DisposalEfficiency,MetresGained,Inside50s,ContestedPossessions,GroundBallGets,PostClearanceContestedPossessions,PostClearanceGroundBallGets,Intercepts,CentreBounceAttendancePercentage,TotalClearances,Marks,InterceptMarks,ContestedMarks,ShotsAtGoal,Goals,Behinds,GoalAssists,ScoreInvolvements,Tackles,PressureActs,Hitouts
14,Connor Rozee,Port Adelaide,Gen. Defender,20251406,5,13.6,12.83,117,117,0.84,0,93,25,7,32,78.1,776,1,2,2,1,1,5,22,1,5,2,0,0,0,0,0,4,4,15,0
14,Jason Horne-Francis,Port Adelaide,Midfielder,20251406,4,13.0,11.96,136,112,0.91,0,67,15,14,29,72.4,430,4,11,10,4,4,5,9,7,7,1,0,4,1,3,0,8,3,6,0
14,Kane Farrell,Port Adelaide,Gen. Defender,20251406,0,11.7,8.46,96,79,0.01,0,75,14,4,18,83.3,354,2,4,2,2,1,2,0,1,8,1,0,0,0,0,0,4,2,15,0
14,Willem Drew,Port Adelaide,Midfielder,20251406,0,11.1,10.53,78,83,0.02,0,77,9,8,17,70.6,243,2,4,2,0,0,1,70,4,4,0,0,0,0,0,1,4,7,22,0
14,Ollie Wines,Port Adelaide,Midfielder,20251406,0,10.8,9.87,85,83,0.07,0,65,7,15,22,72.7,289,2,11,9,4,4,2,65,4,5,0,0,0,0,0,0,5,5,21,0
14,Zak Butters,Port Adelaide,Midfielder,20251406,0,10.3,16.16,101,97,0.2,0,75,15,12,27,81.5,401,5,5,5,2,2,1,65,1,5,0,0,0,0,0,1,8,4,18,0
14,Mitch Georgiades,Port Adelaide,Key Forward,20251406,10,9.7,7.0,128,124,3.0,100,97,16,2,18,66.7,430,4,7,1,6,1,1,0,1,10,0,3,11,7,4,1,13,0,4,0
14,Jordon Sweet,Port Adelaide,Ruck,20251406,0,8.6,9.0,56,58,0.0,0,80,3,4,7,71.4,125,1,6,3,3,2,1,57,2,3,0,1,0,0,0,0,4,2,12,24
14,Josh Sinn,Port Adelaide,Gen. Defender,20251406,0,7.3,5.1,67,60,0.01,0,73,11,3,14,78.6,227,0,5,3,5,3,3,0,0,7,1,2,0,0,0,0,1,0,6,0
14,Joe Richards,Port Adelaide,Gen. Forward,20251406,0,6.8,7.52,61,57,0.01,0,72,7,8,15,53.3,151,3,5,4,1,1,1,0,2,4,0,0,1,0,0,1,7,2,13,0
14,Dante Visentini,Port Adelaide,Ruck,20251406,0,6.1,8.85,49,42,0.0,0,79,3,3,6,100.0,123,2,3,3,2,2,1,43,1,0,0,0,0,0,0,1,3,7,13,11
14,Willie Rioli,Port Adelaide,Gen. Forward,20251406,0,5.2,8.5,31,34,0.0,0,90,3,8,11,72.7,137,2,5,4,4,3,1,0,1,2,0,1,1,1,0,1,4,0,13,0
14,Brandon Zerk-Thatcher,Port Adelaide,Key Defender,20251406,0,4.8,7.84,43,48,0.0,0,92,5,3,8,75.0,210,0,3,1,3,1,4,0,0,4,1,1,0,0,0,0,3,4,6,0
14,Mani Liddy,Port Adelaide,Midfielder,20251406,0,2.9,5.38,34,42,0.0,0,71,7,3,10,70.0,162,1,2,2,1,1,0,9,1,3,0,0,1,0,0,0,4,2,11,0
14,Jackson Mead,Port Adelaide,Midfielder,20251406,0,2.7,8.27,60,63,0.0,0,79,7,9,16,81.3,85,0,2,2,0,0,0,0,1,6,0,0,1,0,1,0,3,2,16,0
14,Aliir Aliir,Port Adelaide,Key Defender,20251406,0,2.7,9.72,27,24,0.0,0,68,5,0,5,80.0,130,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,2,0,10,0
14,Hugh Jackson,Port Adelaide,Mid-Forward,20251406,0,0.2,2.59,10,15,0.0,0,24,1,1,2,100.0,-34,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,6,0
