Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
23,Tom Lynch,Richmond,Key Forward,13.0,11.0,2.0,0.85,0.15,7.0,3.0,2.0,3.0,3.62,-0.62,2.81
23,Tylar Young,Richmond,Key Defender,13.0,11.0,2.0,0.85,0.15,3.0,0.0,1.0,-1.0,-0.14,-0.86,-3.71
23,Tyler Sonsie,Richmond,Mid-Forward,12.0,6.0,6.0,0.5,0.5,2.0,0.0,3.0,-3.25,-2.31,-0.94,-1.81
24,Ben Miller,Richmond,Key Defender,16.0,12.0,4.0,0.75,0.25,9.0,0.0,2.0,3.56,2.83,0.74,2.91
24,Dion Prestia,Richmond,Midfielder,29.0,11.0,18.0,0.38,0.62,7.0,2.0,2.0,6.0,1.08,4.92,3.67
24,Harry Armstrong,Richmond,Key Forward,8.0,5.0,3.0,0.62,0.38,6.0,0.0,1.0,1.38,1.38,0.0,3.12
24,Jack Ross,Richmond,Mid-Forward,20.0,5.0,15.0,0.25,0.75,4.0,0.0,5.0,0.87,-3.17,4.04,-0.26
24,Jacob Hopper,Richmond,Midfielder,29.0,12.0,17.0,0.41,0.59,5.0,0.0,1.0,2.61,0.83,1.78,1.74
24,James Trezise,Richmond,Midfielder,13.0,6.0,7.0,0.46,0.54,4.0,0.0,2.0,0.06,0.31,-0.25,1.44
24,Jayden Short,Richmond,Gen. Defender,26.0,22.0,4.0,0.85,0.15,10.0,0.0,1.0,4.8,5.2,-0.4,3.0
24,Josh Gibcus,Richmond,Key Defender,,,,,,,,,,,,
24,Kamdyn McIntosh,Richmond,Midfielder,15.0,9.0,6.0,0.6,0.4,6.0,0.0,0.0,0.52,0.96,-0.43,2.39
24,Luke Trainor,Richmond,Gen. Defender,,,,,,,,,,,,
24,Maurice Rioli,Richmond,Gen. Forward,5.0,4.0,1.0,0.8,0.2,2.0,0.0,4.0,-3.46,-1.54,-1.92,-0.08
24,Nathan Broad,Richmond,Gen. Defender,6.0,3.0,3.0,0.5,0.5,1.0,0.0,0.0,-8.04,-6.59,-1.46,-4.86
24,Noah Balta,Richmond,Key Defender,13.0,5.0,8.0,0.38,0.62,1.0,0.0,0.0,1.15,-3.77,4.92,-3.62
24,Rhyan Mansell,Richmond,Gen. Forward,15.0,9.0,6.0,0.6,0.4,2.0,1.0,3.0,3.75,1.25,2.5,-1.35
24,Sam Banks,Richmond,Gen. Defender,30.0,23.0,7.0,0.77,0.23,10.0,0.0,2.0,8.91,9.14,-0.23,5.36
24,Seth Campbell,Richmond,Gen. Forward,19.0,10.0,9.0,0.53,0.47,8.0,2.0,3.0,6.09,2.82,3.27,5.46
24,Taj Hotton,Richmond,Gen. Forward,12.0,8.0,4.0,0.67,0.33,7.0,0.0,1.0,-0.71,3.57,-4.29,3.86
24,Tim Taranto,Richmond,Midfielder,27.0,8.0,19.0,0.3,0.7,0.0,0.0,5.0,1.38,-2.43,3.81,-3.0
24,Toby Nankervis,Richmond,Ruck,14.0,5.0,9.0,0.36,0.64,0.0,0.0,5.0,-1.86,-2.86,1.0,-2.14
24,Tom Brown,Richmond,Gen. Defender,20.0,14.0,6.0,0.7,0.3,3.0,1.0,1.0,6.0,3.78,2.22,-1.52
24,Tom Lynch,Richmond,Key Forward,11.0,10.0,1.0,0.91,0.09,2.0,3.0,0.0,1.0,2.62,-1.62,-2.19
24,Tylar Young,Richmond,Key Defender,17.0,14.0,3.0,0.82,0.18,10.0,0.0,0.0,3.0,2.86,0.14,3.29
24,Tyler Sonsie,Richmond,Mid-Forward,21.0,11.0,10.0,0.52,0.48,5.0,0.0,2.0,5.75,2.69,3.06,1.19
