Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
7,Tristan Xerri,North Melbourne,Ruck,23.0,10.0,13.0,0.43,0.57,2.0,1.0,3.0,5.75,3.85,1.9,0.35
7,Zane Duursma,North Melbourne,Gen. Forward,,,,,,,,,,,,
8,Bailey Scott,North Melbourne,Midfielder,,,,,,,,,,,,
8,Caleb Daniel,North Melbourne,Gen. Defender,23.0,16.0,7.0,0.7,0.3,6.0,0.0,0.0,-2.61,-0.35,-2.26,2.17
8,Cameron Zurhaar,North Melbourne,Gen. Forward,9.0,7.0,2.0,0.78,0.22,3.0,2.0,1.0,-1.54,-0.64,-0.91,-0.86
8,Charlie Comben,North Melbourne,Key Defender,12.0,7.0,5.0,0.58,0.42,3.0,0.0,0.0,-0.25,-0.5,0.25,-2.5
8,Colby McKercher,North Melbourne,Gen. Defender,11.0,6.0,5.0,0.55,0.45,3.0,1.0,2.0,-12.13,-8.87,-3.26,-0.39
8,Dylan Stephens,North Melbourne,Midfielder,25.0,15.0,10.0,0.6,0.4,8.0,0.0,1.0,7.5,5.64,1.86,3.32
8,Finn O'Sullivan,North Melbourne,Gen. Defender,11.0,8.0,3.0,0.73,0.27,2.0,0.0,4.0,-3.32,-0.18,-3.14,-2.0
8,Finnbar Maley,North Melbourne,Key Forward,8.0,5.0,3.0,0.62,0.38,3.0,1.0,2.0,1.43,1.86,-0.43,0.29
8,Harry Sheezel,North Melbourne,Mid-Forward,32.0,21.0,11.0,0.66,0.34,9.0,0.0,5.0,2.7,6.17,-3.48,3.22
8,Jack Darling,North Melbourne,Key Forward,5.0,2.0,3.0,0.4,0.6,1.0,0.0,0.0,-4.77,-4.32,-0.46,-2.36
8,Jackson Archer,North Melbourne,Gen. Defender,,,,,,,,,,,,
8,Jacob Konstanty,North Melbourne,Gen. Forward,5.0,4.0,1.0,0.8,0.2,1.0,0.0,2.0,-4.13,-0.96,-3.17,-0.65
8,Jy Simpkin,North Melbourne,Mid-Forward,21.0,13.0,8.0,0.62,0.38,4.0,2.0,4.0,-1.14,0.19,-1.33,-0.05
8,Kallan Dawson,North Melbourne,Key Defender,8.0,3.0,5.0,0.38,0.62,4.0,0.0,2.0,0.33,-0.67,1.0,0.67
8,Luke Davies-Uniacke,North Melbourne,Midfielder,28.0,9.0,19.0,0.32,0.68,3.0,0.0,6.0,3.27,-2.68,5.96,-0.73
8,Luke McDonald,North Melbourne,Gen. Defender,14.0,5.0,9.0,0.36,0.64,3.0,0.0,1.0,-1.47,-4.27,2.8,-1.47
8,Luke Parker,North Melbourne,Midfielder,20.0,9.0,11.0,0.45,0.55,4.0,0.0,6.0,-3.32,-2.46,-0.86,0.46
8,Nick Larkey,North Melbourne,Key Forward,10.0,6.0,4.0,0.6,0.4,5.0,2.0,0.0,0.29,-0.35,0.65,0.41
8,Riley Hardeman,North Melbourne,Gen. Defender,15.0,12.0,3.0,0.8,0.2,7.0,0.0,2.0,2.0,3.35,-1.35,3.71
8,Tom Powell,North Melbourne,Midfielder,28.0,14.0,14.0,0.5,0.5,2.0,0.0,9.0,5.0,3.52,1.48,-1.83
8,Tristan Xerri,North Melbourne,Ruck,25.0,11.0,14.0,0.44,0.56,2.0,0.0,4.0,7.75,4.85,2.9,0.35
8,Will Phillips,North Melbourne,Midfielder,15.0,5.0,10.0,0.33,0.67,1.0,0.0,9.0,0.57,-0.14,0.71,-1.43
8,Zane Duursma,North Melbourne,Gen. Forward,9.0,5.0,4.0,0.56,0.44,2.0,1.0,0.0,2.2,0.9,1.3,-0.9
9,Aidan Corr,North Melbourne,Key Defender,12.0,7.0,5.0,0.58,0.42,4.0,0.0,1.0,-1.7,-3.0,1.3,-0.3
9,Bailey Scott,North Melbourne,Midfielder,,,,,,,,,,,,
9,Caleb Daniel,North Melbourne,Gen. Defender,18.0,11.0,7.0,0.61,0.39,3.0,0.0,1.0,-7.61,-5.35,-2.26,-0.83
9,Cameron Zurhaar,North Melbourne,Gen. Forward,15.0,9.0,6.0,0.6,0.4,5.0,2.0,2.0,4.46,1.36,3.09,1.14
9,Charlie Comben,North Melbourne,Key Defender,21.0,12.0,9.0,0.57,0.43,9.0,0.0,1.0,8.75,4.5,4.25,3.5
9,Colby McKercher,North Melbourne,Gen. Defender,13.0,9.0,4.0,0.69,0.31,1.0,1.0,0.0,-10.13,-5.87,-4.26,-2.39
9,Dylan Stephens,North Melbourne,Midfielder,22.0,10.0,12.0,0.45,0.55,5.0,1.0,1.0,4.5,0.64,3.86,0.32
