Round,Player,Team,Position,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,DispDiff,KickDiff,HbDiff,MarkDiff
17,Shai Bolton,Fremantle,Mid-Forward,17.0,10.0,7.0,0.59,0.41,2.0,0.0,3.0,-0.91,0.17,-1.09,-0.83
18,Andrew Brayshaw,Fremantle,Midfielder,29.0,16.0,13.0,0.55,0.45,4.0,0.0,14.0,2.04,3.83,-1.79,1.08
18,Bailey Banfield,Fremantle,Gen. Defender,,,,,,,,,,,,
18,Brennan Cox,Fremantle,Key Defender,8.0,8.0,0.0,1.0,0.0,3.0,0.0,2.0,-2.54,1.42,-3.96,-1.75
18,Caleb Serong,Fremantle,Midfielder,29.0,16.0,13.0,0.55,0.45,3.0,0.0,5.0,1.62,2.21,-0.58,1.29
18,Corey Wagner,Fremantle,Midfielder,18.0,12.0,6.0,0.67,0.33,4.0,0.0,7.0,3.41,2.53,0.88,1.35
18,Heath Chapman,Fremantle,Gen. Defender,12.0,8.0,4.0,0.67,0.33,4.0,0.0,5.0,-0.83,-0.3,-0.52,-0.35
18,Isaiah Dudley,Fremantle,Gen. Forward,,,,,,,,,,,,
18,Jaeger O'Meara,Fremantle,Midfielder,9.0,4.0,5.0,0.44,0.56,0.0,0.0,8.0,-8.36,-3.57,-4.79,-2.57
18,Jordan Clark,Fremantle,Gen. Defender,31.0,21.0,10.0,0.68,0.32,7.0,0.0,3.0,6.88,5.12,1.75,2.25
18,Josh Treacy,Fremantle,Key Forward,13.0,10.0,3.0,0.77,0.23,5.0,1.0,3.0,1.5,2.25,-0.75,0.0
18,Jye Amiss,Fremantle,Key Forward,8.0,6.0,2.0,0.75,0.25,4.0,2.0,0.0,0.88,1.29,-0.42,0.58
18,Karl Worner,Fremantle,Gen. Defender,12.0,7.0,5.0,0.58,0.42,2.0,0.0,2.0,-1.74,-0.78,-0.96,-2.09
18,Luke Jackson,Fremantle,Ruck,13.0,5.0,8.0,0.38,0.62,1.0,0.0,6.0,-4.76,-2.29,-2.48,-2.43
18,Luke Ryan,Fremantle,Gen. Defender,22.0,15.0,7.0,0.68,0.32,5.0,0.0,5.0,1.25,-1.0,2.25,-1.08
18,Matthew Johnson,Fremantle,Midfielder,21.0,12.0,9.0,0.57,0.43,2.0,0.0,9.0,2.22,3.11,-0.89,-2.11
18,Michael Frederick,Fremantle,Gen. Forward,13.0,10.0,3.0,0.77,0.23,3.0,2.0,3.0,1.67,2.62,-0.96,-0.38
18,Murphy Reid,Fremantle,Gen. Forward,13.0,8.0,5.0,0.62,0.38,1.0,0.0,5.0,-1.46,0.17,-1.62,-1.04
18,Nathan O'Driscoll,Fremantle,Midfielder,18.0,10.0,8.0,0.56,0.44,5.0,0.0,4.0,2.14,1.29,0.86,2.0
18,Oscar McDonald,Fremantle,Key Defender,7.0,6.0,1.0,0.86,0.14,5.0,0.0,2.0,-2.43,-1.0,-1.43,0.43
18,Patrick Voss,Fremantle,Key Forward,9.0,7.0,2.0,0.78,0.22,3.0,1.0,4.0,-0.7,0.7,-1.4,-0.25
18,Sam Switkowski,Fremantle,Gen. Forward,16.0,6.0,10.0,0.38,0.62,2.0,3.0,3.0,3.06,0.35,2.71,-0.53
18,Sean Darcy,Fremantle,Ruck,12.0,3.0,9.0,0.25,0.75,1.0,1.0,2.0,2.18,-1.88,4.06,-0.47
18,Shai Bolton,Fremantle,Mid-Forward,19.0,7.0,12.0,0.37,0.63,2.0,2.0,3.0,1.09,-2.83,3.91,-0.83
19,Andrew Brayshaw,Fremantle,Midfielder,21.0,8.0,13.0,0.38,0.62,3.0,0.0,10.0,-5.96,-4.17,-1.79,0.08
19,Bailey Banfield,Fremantle,Gen. Defender,20.0,11.0,9.0,0.55,0.45,6.0,0.0,0.0,6.76,2.81,3.95,2.81
19,Brennan Cox,Fremantle,Key Defender,13.0,10.0,3.0,0.77,0.23,7.0,0.0,0.0,2.46,3.42,-0.96,2.25
19,Caleb Serong,Fremantle,Midfielder,37.0,21.0,16.0,0.57,0.43,3.0,1.0,3.0,9.62,7.21,2.42,1.29
19,Corey Wagner,Fremantle,Midfielder,10.0,5.0,5.0,0.5,0.5,1.0,0.0,2.0,-4.59,-4.47,-0.12,-1.65
19,Hayden Young,Fremantle,Midfielder,,,,,,,,,,,,
19,Heath Chapman,Fremantle,Gen. Defender,10.0,7.0,3.0,0.7,0.3,5.0,0.0,4.0,-2.83,-1.3,-1.52,0.65
19,Jaeger O'Meara,Fremantle,Midfielder,23.0,9.0,14.0,0.39,0.61,2.0,1.0,4.0,5.64,1.43,4.21,-0.57
19,Jordan Clark,Fremantle,Gen. Defender,24.0,15.0,9.0,0.62,0.38,3.0,0.0,5.0,-0.12,-0.88,0.75,-1.75
19,Josh Treacy,Fremantle,Key Forward,9.0,5.0,4.0,0.56,0.44,3.0,0.0,2.0,-2.5,-2.75,0.25,-2.0
19,Jye Amiss,Fremantle,Key Forward,3.0,3.0,0.0,1.0,0.0,2.0,2.0,0.0,-4.12,-1.71,-2.42,-1.42
19,Karl Worner,Fremantle,Gen. Defender,,,,,,,,,,,,
19,Luke Jackson,Fremantle,Ruck,16.0,5.0,11.0,0.31,0.69,4.0,1.0,6.0,-1.76,-2.29,0.52,0.57
19,Luke Ryan,Fremantle,Gen. Defender,25.0,17.0,8.0,0.68,0.32,6.0,0.0,1.0,4.25,1.0,3.25,-0.08
19,Matthew Johnson,Fremantle,Midfielder,14.0,7.0,7.0,0.5,0.5,3.0,0.0,2.0,-4.78,-1.89,-2.89,-1.11
19,Michael Frederick,Fremantle,Gen. Forward,8.0,4.0,4.0,0.5,0.5,3.0,0.0,2.0,-3.33,-3.38,0.04,-0.38
19,Murphy Reid,Fremantle,Gen. Forward,14.0,7.0,7.0,0.5,0.5,4.0,0.0,2.0,-0.46,-0.83,0.38,1.96
19,Nathan O'Driscoll,Fremantle,Midfielder,13.0,5.0,8.0,0.38,0.62,2.0,0.0,4.0,-2.86,-3.71,0.86,-1.0
19,Oscar McDonald,Fremantle,Key Defender,11.0,8.0,3.0,0.73,0.27,5.0,0.0,2.0,1.57,1.0,0.57,0.43
19,Patrick Voss,Fremantle,Key Forward,12.0,10.0,2.0,0.83,0.17,5.0,6.0,2.0,2.3,3.7,-1.4,1.75
19,Sam Switkowski,Fremantle,Gen. Forward,14.0,4.0,10.0,0.29,0.71,5.0,0.0,5.0,1.06,-1.65,2.71,2.47
19,Sean Darcy,Fremantle,Ruck,15.0,5.0,10.0,0.33,0.67,3.0,1.0,4.0,5.18,0.12,5.06,1.53
19,Shai Bolton,Fremantle,Mid-Forward,14.0,9.0,5.0,0.64,0.36,2.0,0.0,2.0,-3.91,-0.83,-3.09,-0.83
20,Andrew Brayshaw,Fremantle,Midfielder,32.0,12.0,20.0,0.38,0.62,1.0,0.0,2.0,5.04,-0.17,5.21,-1.92
20,Bailey Banfield,Fremantle,Gen. Defender,17.0,10.0,7.0,0.59,0.41,5.0,0.0,1.0,3.76,1.81,1.95,1.81
20,Brennan Cox,Fremantle,Key Defender,10.0,3.0,7.0,0.3,0.7,4.0,0.0,2.0,-0.54,-3.58,3.04,-0.75
20,Caleb Serong,Fremantle,Midfielder,20.0,8.0,12.0,0.4,0.6,0.0,0.0,5.0,-7.38,-5.79,-1.58,-1.71
20,Hayden Young,Fremantle,Midfielder,,,,,,,,,,,,
20,Heath Chapman,Fremantle,Gen. Defender,10.0,4.0,6.0,0.4,0.6,3.0,0.0,2.0,-2.83,-4.3,1.48,-1.35
20,Isaiah Dudley,Fremantle,Gen. Forward,10.0,8.0,2.0,0.8,0.2,3.0,1.0,1.0,2.94,3.38,-0.44,0.94
20,Jaeger O'Meara,Fremantle,Midfielder,16.0,8.0,8.0,0.5,0.5,3.0,0.0,3.0,-1.36,0.43,-1.79,0.43
20,Jordan Clark,Fremantle,Gen. Defender,21.0,16.0,5.0,0.76,0.24,3.0,0.0,1.0,-3.12,0.12,-3.25,-1.75
20,Josh Treacy,Fremantle,Key Forward,9.0,6.0,3.0,0.67,0.33,2.0,0.0,3.0,-2.5,-1.75,-0.75,-3.0
20,Jye Amiss,Fremantle,Key Forward,10.0,8.0,2.0,0.8,0.2,6.0,3.0,1.0,2.88,3.29,-0.42,2.58
