Round,Player,Team,Disposals,Kicks,Handballs,K%,H%,Marks,Goals,Tackles,Position
24,Colby McKercher,North Melbourne,23.0,12.0,11.0,0.52,0.48,1.0,0.0,2.0,Gen. Defender
24,Cooper Harvey,North Melbourne,,,,,,,,,Gen. Forward
24,Cooper Trembath,North Melbourne,11.0,7.0,4.0,0.64,0.36,4.0,3.0,3.0,Key Forward
24,Dylan Stephens,North Melbourne,22.0,13.0,9.0,0.59,0.41,3.0,2.0,1.0,Midfielder
24,Finn O'Sullivan,North Melbourne,17.0,10.0,7.0,0.59,0.41,10.0,0.0,0.0,Gen. Defender
24,Geordie Payne,North Melbourne,,,,,,,,,Gen. Forward
24,George Wardlaw,North Melbourne,18.0,11.0,7.0,0.61,0.39,4.0,0.0,9.0,Midfielder
24,Griffin Logue,North Melbourne,14.0,8.0,6.0,0.57,0.43,10.0,0.0,0.0,Key Defender
24,Harry Sheezel,North Melbourne,32.0,15.0,17.0,0.47,0.53,7.0,0.0,3.0,Mid-Forward
24,Jack Darling,North Melbourne,5.0,4.0,1.0,0.8,0.2,2.0,1.0,3.0,Key Forward
24,Jacob Konstanty,North Melbourne,,,,,,,,,Gen. Forward
24,Jy Simpkin,North Melbourne,33.0,22.0,11.0,0.67,0.33,8.0,0.0,1.0,Mid-Forward
24,Luke Davies-Uniacke,North Melbourne,31.0,16.0,15.0,0.52,0.48,3.0,1.0,3.0,Midfielder
24,Luke Parker,North Melbourne,27.0,10.0,17.0,0.37,0.63,5.0,1.0,5.0,Midfielder
24,Paul Curtis,North Melbourne,11.0,8.0,3.0,0.73,0.27,3.0,3.0,4.0,Gen. Forward
24,Toby Pink,North Melbourne,10.0,9.0,1.0,0.9,0.1,8.0,0.0,0.0,Key Defender
24,Tom Powell,North Melbourne,16.0,6.0,10.0,0.38,0.62,4.0,1.0,2.0,Midfielder
24,Tristan Xerri,North Melbourne,25.0,12.0,13.0,0.48,0.52,3.0,0.0,12.0,Ruck
24,Zac Banch,North Melbourne,9.0,6.0,3.0,0.67,0.33,1.0,1.0,2.0,Gen. Forward
